Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9647,Eat Lead: The Return of Matt Hazard,X360,2009,Shooter,D3Publisher,0.1,0.01,0,0.01,0.13
9652,Jurassic: The Hunted,X360,2009,Shooter,Activision,0.12,0,0,0.01,0.13
9665,Calling,Wii,2009,Adventure,Konami Digital Entertainment,0.07,0.04,0,0.01,0.12
9670,Where the Wild Things Are,Wii,2009,Platform,Warner Bros. Interactive Entertainment,0.11,0,0,0.01,0.12
9699,Solitaire & Mahjong,Wii,2009,Puzzle,Crave Entertainment,0.11,0,0,0.01,0.12
9710,Karaoke Revolution,X360,2009,Misc,Konami Digital Entertainment,0.12,0,0,0.01,0.12
9712,Are You Smarter than a 5th Grader? Game Time,X360,2009,Puzzle,THQ,0.12,0,0,0.01,0.12
9728,Undead Knights,PSP,2009,Action,Ubisoft Annecy,0.05,0.01,0.06,0.01,0.12
9742,Escape The Museum,Wii,2009,Adventure,Majesco Entertainment,0.11,0.01,0,0.01,0.12
9754,Puzzle Kingdoms,Wii,2009,Puzzle,Zoo Digital Publishing,0.11,0,0,0.01,0.12
9764,Kaijuu Busters,DS,2009,Action,Namco Bandai Games,0,0,0.12,0,0.12
9777,Mountain Sports,Wii,2009,Sports,Activision,0.11,0,0,0.01,0.12
9778,Tenchu: Shadow Assassins,PSP,2009,Action,Ubisoft,0.03,0.03,0.05,0.01,0.12
9785,Backyard Baseball '10,DS,2009,Sports,Atari,0.11,0,0,0.01,0.12
9792,DiRT 2,DS,2009,Racing,Codemasters,0.06,0.04,0,0.01,0.12
9795,Atelier Annie: Alchemists of Sera Island,DS,2009,Role-Playing,Gust,0.08,0,0.03,0.01,0.12
9835,Mytran Wars,PSP,2009,Strategy,Deep Silver,0.08,0.02,0,0.02,0.12
9840,Dodge Racing: Charger vs Challenger,Wii,2009,Racing,Zushi Games,0.11,0,0,0.01,0.12
9866,Pinball Hall of Fame: The Williams Collection,X360,2009,Misc,Crave Entertainment,0.11,0,0,0.01,0.12
9908,Peggle: Dual Shot,DS,2009,Puzzle,PopCap Games,0.11,0,0,0.01,0.12
9928,Rock Band: Metal Track Pack,PS3,2009,Misc,MTV Games,0.11,0,0,0.01,0.12
9929,Charm Girls Club: My Perfect Prom,DS,2009,Simulation,Electronic Arts,0.11,0,0,0.01,0.12
9937,The Clique: Diss and Make Up,DS,2009,Adventure,Warner Bros. Interactive Entertainment,0.11,0,0,0.01,0.12
9956,Planet 51,PS3,2009,Action,Sega,0.07,0.03,0,0.02,0.12
9978,Dawn of Discovery,DS,2009,Simulation,Ubisoft,0.07,0.03,0,0.01,0.12
9986,Dorabase 2: Nettou Ultra Stadium,DS,2009,Sports,Namco Bandai Games,0,0,0.12,0,0.12
10002,A Witch's Tale,DS,2009,Role-Playing,Nippon Ichi Software,0.08,0,0.03,0.01,0.11
10033,SingStar Latino,PS3,2009,Misc,Sony Computer Entertainment,0.11,0,0,0.01,0.11
10034,Girl Time,DS,2009,Simulation,THQ,0.11,0,0,0.01,0.11
10058,Desktop Tower Defense,DS,2009,Strategy,THQ,0.11,0,0,0.01,0.11
10065,Family Fun Football,Wii,2009,Sports,Tecmo Koei,0.1,0,0,0.01,0.11
10069,The Hardy Boys: Treasure on the Tracks,DS,2009,Adventure,Sega,0.11,0,0,0.01,0.11
10080,The King of Fighters XII,X360,2009,Fighting,Ignition Entertainment,0.09,0,0.01,0.01,0.11
10090,Queen's Blade: Spiral Chaos,PSP,2009,Role-Playing,Namco Bandai Games,0,0,0.11,0,0.11
10093,Coraline,PS2,2009,Action,D3Publisher,0.06,0.04,0,0.01,0.11
10103,Fabulous Finds,DS,2009,Puzzle,ValuSoft,0.1,0,0,0.01,0.11
10104,Vacation Sports,Wii,2009,Sports,Ubisoft,0.1,0.01,0,0.01,0.11
10116,WireWay,DS,2009,Adventure,Konami Digital Entertainment,0.1,0,0,0.01,0.11
10118,Just In Time Translations,DS,2009,Misc,THQ,0.1,0,0,0.01,0.11
10123,The Hardy Boys: The Hidden Theft,Wii,2009,Adventure,The Adventure Company,0.07,0.03,0,0.01,0.11
10138,Where the Wild Things Are,X360,2009,Platform,Warner Bros. Interactive Entertainment,0.1,0,0,0.01,0.11
10155,Spyborgs,Wii,2009,Action,Capcom,0.1,0.01,0,0.01,0.11
10176,Machinarium,PC,2009,Adventure,Daedalic,0,0.09,0,0.02,0.11
10188,Astro Boy: The Video Game,PS2,2009,Action,D3Publisher,0.05,0.04,0,0.01,0.11
10209,Paws & Claws Pet Vet: Australian Adventures,DS,2009,Simulation,THQ,0.1,0,0,0.01,0.11
10227,Rock Band: Metal Track Pack,Wii,2009,Misc,MTV Games,0.1,0,0,0.01,0.11
10230,Night at the Museum: Battle of the Smithsonian,X360,2009,Action,Majesco Entertainment,0.07,0.03,0,0.01,0.11
10247,Planet 51,X360,2009,Action,Sega,0.07,0.03,0,0.01,0.11
10251,Tornado Outbreak,Wii,2009,Action,Konami Digital Entertainment,0.1,0,0,0.01,0.11
10254,Astro Boy: The Video Game,Wii,2009,Action,D3Publisher,0.1,0,0,0.01,0.11
10264,SimAnimals Africa,DS,2009,Simulation,Electronic Arts,0.08,0.02,0,0.01,0.11
10272,Backyard Baseball '10,Wii,2009,Sports,Atari,0.1,0,0,0.01,0.11
10275,Animal Planet: Vet Life,DS,2009,Simulation,Activision,0.1,0,0,0.01,0.11
10280,Where the Wild Things Are,PS3,2009,Platform,Warner Bros. Interactive Entertainment,0.09,0.01,0,0.01,0.11
10286,JU-ON: The Grudge,Wii,2009,Action,Rising Star Games,0.08,0.01,0.01,0.01,0.11
10288,Deca Sports DS,DS,2009,Sports,Hudson Soft,0.08,0.02,0,0.01,0.11
10293,Backyard NFL Football '10,X360,2009,Sports,Atari,0.1,0,0,0.01,0.11
10296,Rock Band: Metal Track Pack,PS2,2009,Misc,MTV Games,0.05,0.04,0,0.01,0.11
10298,The Lord of the Rings: Conquest,DS,2009,Action,Electronic Arts,0.09,0.01,0,0.01,0.11
10304,Rogue Warrior,X360,2009,Shooter,Bethesda Softworks,0.09,0.01,0,0.01,0.11
10305,Irozuki Tingle no Koi no Balloon Trip,DS,2009,Adventure,Nintendo,0,0,0.11,0,0.11
10319,Yamaha Supercross,DS,2009,Racing,Zoo Digital Publishing,0.1,0,0,0.01,0.11
10329,Hysteria Hospital: Emergency Ward,DS,2009,Action,Oxygen Interactive,0.1,0,0,0.01,0.11
10341,Paws & Claws: Pet Resort,Wii,2009,Simulation,THQ,0.1,0,0,0.01,0.11
10344,Science Papa,DS,2009,Misc,Activision,0.09,0.01,0,0.01,0.11
10345,Tournament Pool,Wii,2009,Sports,Destineer,0.1,0,0,0.01,0.11
10360,The Book of Unwritten Tales,PC,2009,Adventure,HMH Interactive,0,0.08,0,0.02,0.11
10367,Rock Band Track Pack: Classic Rock,PS3,2009,Misc,MTV Games,0.1,0,0,0.01,0.11
10369,Big League Sports: Summer,DS,2009,Sports,Activision,0.1,0,0,0.01,0.11
10373,Pro Yakyuu Team o Tsukurou! 2,DS,2009,Sports,Sega,0,0,0.11,0,0.11
10382,Kamen Rider: Climax Heroes,PS2,2009,Fighting,Namco Bandai Games,0,0,0.11,0,0.11
10389,Karaoke Revolution,PS3,2009,Misc,Konami Digital Entertainment,0.07,0.03,0,0.01,0.11
10398,Dreamer Series: Top Model,DS,2009,Simulation,DreamCatcher Interactive,0.1,0,0,0.01,0.11
10405,Petz Fashion: Dogz & Catz,DS,2009,Simulation,Ubisoft,0.1,0,0,0.01,0.11
10429,Cloudy With a Chance of Meatballs,PS3,2009,Platform,Ubisoft,0.09,0.01,0,0.01,0.1
10439,Imagine: Soccer Captain,DS,2009,Sports,Ubisoft,0.1,0,0,0.01,0.1
10446,Agatha Christie: The ABC Murders,DS,2009,Adventure,JoWood Productions,0.08,0.01,0,0.01,0.1
10452,Pro Yakyuu Famista DS 2009,DS,2009,Sports,Namco Bandai Games,0,0,0.1,0,0.1
10460,Ski-Doo Snowmobile Challenge,PS3,2009,Racing,PQube,0.1,0,0,0.01,0.1
10464,The Whispered World,PC,2009,Adventure,Deep Silver,0,0.08,0,0.02,0.1
10466,Learn Chess,DS,2009,Misc,DreamCatcher Interactive,0.1,0,0,0.01,0.1
10469,Leisure Suit Larry: Box Office Bust,PS3,2009,Adventure,Codemasters,0.06,0.03,0,0.01,0.1
10474,Miami Law,DS,2009,Adventure,Konami Digital Entertainment,0.1,0,0,0.01,0.1
10477,Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,2009,Racing,Konami Digital Entertainment,0.09,0.01,0,0.01,0.1
10505,Alvin and the Chipmunks: The Squeakquel,Wii,2009,Misc,Majesco Entertainment,0.09,0,0,0.01,0.1
10508,Astro Boy: The Video Game,DS,2009,Action,D3Publisher,0.09,0,0,0.01,0.1
10536,DJ Max Fever,PSP,2009,Misc,PM Studios,0.09,0,0,0.01,0.1
10537,Math Blaster in the Prime Adventure,DS,2009,Misc,Majesco Entertainment,0.09,0,0,0.01,0.1
10542,The Destiny of Zorro,Wii,2009,Action,505 Games,0.1,0,0,0.01,0.1
10550,Creeper World 3: Arc Eternal,Wii,2009,Strategy,Namco Bandai Games,0,0,0.1,0,0.1
10554,Water Sports,Wii,2009,Action,Avanquest,0.05,0.04,0,0.01,0.1
10565,Hakuouki Portable,PSP,2009,Adventure,Idea Factory,0,0,0.1,0,0.1
10567,Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,X360,2009,Role-Playing,Bethesda Softworks,0.09,0.01,0,0.01,0.1
10569,KORG DS-10 Synthesizer Plus,DS,2009,Misc,AQ Interactive,0.08,0,0.02,0.01,0.1
10584,Guitar Hero: Van Halen,PS2,2009,Misc,Activision,0.05,0.04,0,0.01,0.1
10596,Blue Dragon: Awakened Shadow,DS,2009,Role-Playing,Namco Bandai Games,0.06,0,0.03,0,0.1
10602,Rolling Stone: Drum King,Wii,2009,Misc,505 Games,0.09,0,0,0.01,0.1
10615,USA Today Puzzle Craze,DS,2009,Puzzle,Destineer,0.09,0,0,0.01,0.1
10646,Fifi and the Flowertots,DS,2009,Misc,Avanquest,0,0.09,0,0.01,0.1
10690,Petz Hamsterz Superstarz,DS,2009,Simulation,Ubisoft,0.09,0,0,0.01,0.1
10707,Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,DS,2009,Misc,Nintendo,0,0,0.1,0,0.1
10714,System Flaw,DS,2009,Shooter,Enjoy Gaming ltd.,0.09,0,0,0.01,0.1
10718,The BIGS 2,PSP,2009,Sports,Take-Two Interactive,0.09,0,0,0.01,0.1
10721,Burnout Paradise: The Ultimate Box,PC,2009,Racing,Electronic Arts,0,0.08,0,0.01,0.1
10723,The Secret Saturdays: Beasts of the 5th Sun,Wii,2009,Action,D3Publisher,0.09,0,0,0.01,0.1
10729,Animal Planet: Vet Life,Wii,2009,Simulation,Activision,0.09,0,0,0.01,0.1
10732,Harvest Moon: Frantic Farming,DS,2009,Puzzle,Rising Star Games,0.08,0.01,0,0.01,0.1
10752,Disney Sing It! High School Musical 3: Senior Year,X360,2009,Misc,Disney Interactive Studios,0.09,0,0,0.01,0.1
10762,Dragon Ball: Evolution,PSP,2009,Fighting,Namco Bandai Games,0.09,0,0,0.01,0.1
10765,Watchmen: The End is Nigh Part 1 & 2,X360,2009,Action,Warner Bros. Interactive Entertainment,0.09,0,0,0.01,0.1
10783,Paws & Claws: Pet Vet,Wii,2009,Simulation,THQ,0.09,0,0,0.01,0.1
10789,Pony Friends 2,Wii,2009,Simulation,Eidos Interactive,0.04,0.05,0,0.01,0.1
10796,Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,DS,2009,Action,Blast! Entertainment Ltd,0.09,0,0,0.01,0.1
10809,Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,DS,2009,Simulation,Konami Digital Entertainment,0,0,0.1,0,0.1
10833,Darkest of Days,X360,2009,Shooter,Phantom EFX,0.09,0,0,0.01,0.09
10837,Big League Sports: Summer,Wii,2009,Sports,Activision,0.09,0,0,0.01,0.09
10844,Raven Squad: Operation Hidden Dagger,X360,2009,Shooter,Evolved Games,0.08,0.01,0,0.01,0.09
10850,Metal Fight Beyblade,DS,2009,Action,Hudson Soft,0,0,0.09,0,0.09
10859,Fresh PreCure! Asobi Collection,DS,2009,Action,Namco Bandai Games,0,0,0.09,0,0.09
10886,Fishing Master World Tour,Wii,2009,Sports,Hudson Entertainment,0.09,0,0,0.01,0.09
10902,Dora the Explorer: Dora Saves the Crystal Kingdom,PS2,2009,Misc,Take-Two Interactive,0.05,0.04,0,0.01,0.09
10905,Alien Monster Bowling League,Wii,2009,Sports,Destineer,0.09,0,0,0.01,0.09
10918,Playmobil Pirates,DS,2009,Action,Mindscape,0.08,0,0,0.01,0.09
10926,Henry Hatsworth in the Puzzling Adventure,DS,2009,Puzzle,Electronic Arts,0.08,0.01,0,0.01,0.09
10933,Playmobil Circus,Wii,2009,Action,Mindscape,0.06,0.02,0,0.01,0.09
10936,Hakuoki: Demon of the Fleeting Blossom,PSP,2009,Adventure,Idea Factory,0.08,0,0,0.01,0.09
10958,Destroy All Humans! Path of the Furon,PS3,2009,Action,THQ,0,0.08,0,0.01,0.09
10960,Wonder World Amusement Park,DS,2009,Misc,Majesco Entertainment,0.08,0,0,0.01,0.09
10969,SingStar: Made In Germany,PS3,2009,Misc,Sony Computer Entertainment,0,0.07,0,0.02,0.09
10975,The Secret Saturdays: Beasts of the 5th Sun,PSP,2009,Action,D3Publisher,0.08,0,0,0.01,0.09
10977,Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009,Role-Playing,Aspyr,0.09,0,0,0.01,0.09
10996,Beaterator,PSP,2009,Misc,Take-Two Interactive,0.06,0.02,0,0.02,0.09
11003,Blood of Bahamut,DS,2009,Role-Playing,Square Enix,0,0,0.09,0,0.09
11004,Damnation,PS3,2009,Shooter,Codemasters,0.07,0.01,0,0.01,0.09
11020,Obscure: The Aftermath,PSP,2009,Action,Playlogic Game Factory,0.05,0.03,0,0.02,0.09
11021,Family GameShow,Wii,2009,Misc,Zushi Games,0.08,0,0,0.01,0.09
11054,Ski-Doo Snowmobile Challenge,Wii,2009,Racing,Valcon Games,0.08,0,0,0.01,0.09
11059,Go Play: City Sports,Wii,2009,Sports,Majesco Entertainment,0.08,0,0,0.01,0.09
11064,Mimana Iyar Chronicle,PSP,2009,Role-Playing,GungHo,0.07,0,0.01,0.01,0.09
11069,Jambo! Safari Animal Rescue,Wii,2009,Simulation,Sega,0.07,0.01,0,0.01,0.09
11072,Bleach: Heat the Soul 6,PSP,2009,Fighting,Sony Computer Entertainment,0,0,0.09,0,0.09
11073,Roary the Racing Car,DS,2009,Misc,Avanquest,0,0.08,0,0.01,0.09
11076,Scrabble,PSP,2009,Misc,Electronic Arts,0.08,0,0,0.01,0.09
11080,Tornado Outbreak,PS3,2009,Action,Konami Digital Entertainment,0.08,0,0,0.01,0.09
11095,Burnout Paradise: The Ultimate Box,PS3,2009,Racing,Electronic Arts,0,0.06,0.01,0.02,0.09
11105,Mad Dog McCree: Gunslinger Pack,Wii,2009,Shooter,Majesco Entertainment,0.08,0,0,0.01,0.09
11115,Crysis: Maximum Edition,PC,2009,Shooter,Electronic Arts,0,0.07,0,0.02,0.09
11117,Wacky World of Sports,Wii,2009,Sports,Sega,0.08,0,0,0.01,0.09
11128,Dreamer Series: Teacher,DS,2009,Simulation,Deep Silver,0.08,0,0,0.01,0.09
11147,MLB 2K9 Fantasy All-Stars,DS,2009,Sports,Take-Two Interactive,0.08,0,0,0.01,0.09
11171,ShellShock 2: Blood Trails,X360,2009,Shooter,Eidos Interactive,0.05,0.03,0,0.01,0.09
11174,Team Elimination Games,Wii,2009,Misc,Ubisoft,0.08,0,0,0.01,0.09
11191,Karaoke Joysound Wii DX,Wii,2009,Misc,Hudson Soft,0,0,0.09,0,0.09
11192,Sloane to MacHale no Nazo no Monogatari 2,DS,2009,Puzzle,Level 5,0,0,0.09,0,0.09
11223,Cloudy With a Chance of Meatballs,X360,2009,Platform,Ubisoft,0.07,0.01,0,0.01,0.09
11228,Ys I & II Chronicles,PSP,2009,Role-Playing,Falcom Corporation,0.05,0,0.03,0.01,0.09
11237,Petz: Saddle Club,PSP,2009,Simulation,Ubisoft,0.08,0,0,0.01,0.09
11245,Build 'n Race,Wii,2009,Racing,Zoo Games,0.08,0,0,0.01,0.09
11252,Shadow of Destiny,PSP,2009,Adventure,Konami Digital Entertainment,0.07,0,0,0.01,0.09
11261,Aibou DS,DS,2009,Adventure,Tecmo Koei,0,0,0.08,0,0.08
11264,Diva Girls: Divas on Ice,Wii,2009,Sports,505 Games,0.07,0.01,0,0.01,0.08
11274,Don King Boxing,DS,2009,Sports,Take-Two Interactive,0.06,0.01,0,0.01,0.08
11276,Animal Planet: Emergency Vets,DS,2009,Simulation,Activision,0.08,0,0,0.01,0.08
11286,Major League Baseball 2K9,PSP,2009,Sports,Spike,0.08,0,0,0.01,0.08
11301,The Secret Saturdays: Beasts of the 5th Sun,DS,2009,Action,D3Publisher,0.08,0,0,0.01,0.08
11323,Konami Classics Vol. 1,X360,2009,Misc,Konami Digital Entertainment,0.08,0,0,0.01,0.08
11361,Petz: Dogz Family,PSP,2009,Simulation,Ubisoft,0.05,0.02,0,0.01,0.08
11367,ShellShock 2: Blood Trails,PS3,2009,Shooter,Eidos Interactive,0.04,0.03,0,0.01,0.08
11377,Dream Day: Wedding Destinations,DS,2009,Simulation,THQ,0.08,0,0,0.01,0.08
11382,Pimp My Ride: Street Racing,PS2,2009,Racing,Activision,0.04,0.03,0,0.01,0.08
11388,Sushi Academy,DS,2009,Action,DTP Entertainment,0.08,0,0,0.01,0.08
11389,J-League Winning Eleven 2009: Club Championship,PS2,2009,Sports,Konami Digital Entertainment,0,0,0.08,0,0.08
11393,Meitantei Conan & Kindaichi Shounen no Jikenbou: Meguri au Futari no Meitantei,DS,2009,Adventure,Namco Bandai Games,0,0,0.08,0,0.08
11397,Ken to Mahou to Gakuen Mono. 2,PSP,2009,Role-Playing,Acquire,0,0,0.08,0,0.08
11405,My English Coach: Para Hispanoparlantes,DS,2009,Misc,Ubisoft,0.08,0,0,0.01,0.08
11417,Cloudy With a Chance of Meatballs,PSP,2009,Platform,Ubisoft,0.07,0,0,0.01,0.08
11424,C.O.P.: The Recruit,DS,2009,Action,Ubisoft,0.05,0.02,0,0.01,0.08
11428,Tornado Outbreak,X360,2009,Action,Konami Digital Entertainment,0.07,0,0,0.01,0.08
11436,Pop'n Music,Wii,2009,Misc,Konami Digital Entertainment,0.07,0,0,0.01,0.08
11445,Samurai Shodown Sen,X360,2009,Fighting,Rising Star Games,0.07,0.01,0,0.01,0.08
11448,ToraDora Portable!,PSP,2009,Adventure,Namco Bandai Games,0,0,0.08,0,0.08
11458,Jikkyou Powerful Major League 2009,PS2,2009,Sports,Konami Digital Entertainment,0,0,0.08,0,0.08
11459,Princess in Love,DS,2009,Simulation,DTP Entertainment,0.07,0,0,0.01,0.08
11462,Cate West: The Vanishing Files,Wii,2009,Adventure,Oxygen Interactive,0.07,0,0,0.01,0.08
11467,Qubed,X360,2009,Puzzle,Atari,0.07,0,0,0.01,0.08
11512,NBA 10: The Inside,PSP,2009,Sports,Sony Computer Entertainment,0.07,0,0,0.01,0.08
11513,Jillian Michaels Fitness Ultimatum 2010,DS,2009,Sports,Majesco Entertainment,0.07,0,0,0.01,0.08
11533,My Friends,DS,2009,Misc,Oxygen Interactive,0.07,0,0,0.01,0.08
11536,Armored Core 3 Portable,PSP,2009,Simulation,From Software,0,0,0.08,0,0.08
11558,Discovery Kids: Spider Quest,DS,2009,Misc,505 Games,0.07,0,0,0.01,0.08
11573,Dreamer Series: Shop Owner,DS,2009,Simulation,Deep Silver,0.07,0,0,0.01,0.08
11577,Drama Queens,DS,2009,Misc,Majesco Entertainment,0.07,0,0,0.01,0.08
11582,Ultimate Party Challenge,Wii,2009,Misc,Konami Digital Entertainment,0.07,0,0,0.01,0.08
11588,Tokimeki Memorial 4,PSP,2009,Adventure,Konami Digital Entertainment,0,0,0.08,0,0.08
11611,Imagine: My Restaurant,DS,2009,Simulation,Ubisoft,0,0.07,0,0.01,0.08
11623,MLB Front Office Manager,PS3,2009,Sports,Take-Two Interactive,0.07,0,0,0.01,0.08
11632,Ultimate Duck Hunting,Wii,2009,Sports,Zoo Digital Publishing,0.07,0,0,0.01,0.08
11634,Jikkyou Powerful Pro Yakyuu Next,Wii,2009,Sports,Konami Digital Entertainment,0,0,0.08,0,0.08
11637,Aliens in the Attic,Wii,2009,Action,Playlogic Game Factory,0.07,0,0,0.01,0.08
11646,Infernal: Hell's Vengeance,X360,2009,Shooter,Playlogic Game Factory,0.06,0.01,0,0.01,0.08
11648,Salon Superstar,DS,2009,Simulation,505 Games,0.07,0,0,0,0.08
11650,Super Robot Taisen Z Special Disc,PS2,2009,Misc,Namco Bandai Games,0,0,0.08,0,0.08
11661,"Ni Hao, Kai-lan: Super Game Day",PS2,2009,Misc,Take-Two Interactive,0.04,0.03,0,0.01,0.08
11683,World Party Games,Wii,2009,Misc,505 Games,0.07,0,0,0.01,0.08
11686,Animal Kingdom: Wildlife Expedition,Wii,2009,Adventure,Natsume,0.07,0,0,0.01,0.08
11688,Rogue Trooper: Quartz Zone Massacre,Wii,2009,Shooter,Reef Entertainment,0.07,0,0,0.01,0.08
11691,Crayola: Colorful Journey,Wii,2009,Misc,Crave Entertainment,0.07,0,0,0.01,0.08
11692,Storybook Workshop,Wii,2009,Misc,Konami Digital Entertainment,0.07,0,0,0.01,0.08
11702,WipEout HD Fury,PS3,2009,Racing,Sony Computer Entertainment,0,0.06,0,0.02,0.08
11720,Learn Geography,DS,2009,Misc,DreamCatcher Interactive,0.07,0,0,0.01,0.08
11721,Divinity II: Ego Draconis,PC,2009,Role-Playing,DTP Entertainment,0.01,0.05,0,0.01,0.08
11738,Party Pigs: Farmyard Games,Wii,2009,Misc,Data Design Interactive,0.07,0,0,0,0.07
11748,Torchlight,PC,2009,Role-Playing,JoWood Productions,0,0.06,0,0.02,0.07
11763,Again,DS,2009,Adventure,Ackkstudios,0.07,0,0,0,0.07
11783,Picture Perfect Hair Salon,DS,2009,Simulation,505 Games,0.07,0,0,0.01,0.07
11790,Overlord: Minions,DS,2009,Puzzle,Codemasters,0.07,0,0,0.01,0.07
11808,Speed Zone,Wii,2009,Racing,Bethesda Softworks,0.01,0.05,0,0.01,0.07
11817,SpongeBob's Truth or Square,X360,2009,Action,THQ,0.03,0.04,0,0,0.07
11849,Roogoo Attack!,DS,2009,Puzzle,SouthPeak Games,0.07,0,0,0,0.07
11863,Discovery Kids: Parrot Pals,DS,2009,Simulation,505 Games,0.07,0,0,0,0.07
11886,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PS2,2009,Strategy,Namco Bandai Games,0,0,0.07,0,0.07
11888,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PSP,2009,Strategy,Namco Bandai Games,0,0,0.07,0,0.07
11893,Game Center CX: Arino no Chousenjou 2,DS,2009,Action,Namco Bandai Games,0,0,0.07,0,0.07
11901,Monster Racers,DS,2009,Racing,Tecmo Koei,0.05,0,0.02,0,0.07
11903,DS Uranai Seikatsu,DS,2009,Misc,Nintendo,0,0,0.07,0,0.07
11904,SpongeBob's Truth or Square,PSP,2009,Action,THQ,0.02,0.04,0,0.01,0.07
11919,F.E.A.R. 2: Project Origin,PC,2009,Shooter,Warner Bros. Interactive Entertainment,0.01,0.05,0,0.01,0.07
11934,Vampire Knight DS,DS,2009,Adventure,D3Publisher,0,0,0.07,0,0.07
11943,Damnation,X360,2009,Shooter,Codemasters,0.06,0.01,0,0.01,0.07
11955,Rock Band Track Pack: Classic Rock,X360,2009,Misc,MTV Games,0.07,0,0,0.01,0.07
11957,Football Manager 2010,PC,2009,Sports,Sega,0,0.06,0,0.01,0.07
11964,Shin Chan Contra ¡Los Plastas!,DS,2009,Platform,505 Games,0,0,0.07,0,0.07
11972,Yamaha Supercross,Wii,2009,Racing,Zoo Digital Publishing,0.05,0.01,0,0.01,0.07
11977,Shounen Sunday x Shounen Magazine: Nettou! Dream Nine,DS,2009,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07
11990,MLB Front Office Manager,X360,2009,Sports,Take-Two Interactive,0.06,0,0,0.01,0.07
11993,Hearts of Iron III,PC,2009,Strategy,Paradox Interactive,0.01,0.04,0,0.01,0.07
11994,Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta,PSP,2009,Action,Irem Software Engineering,0,0,0.07,0,0.07
11997,Ant Nation,DS,2009,Simulation,Konami Digital Entertainment,0.06,0.01,0,0.01,0.07
12046,Dream Dance & Cheer,Wii,2009,Misc,Zoo Games,0.06,0,0,0,0.07
12074,Suzumiya Haruhi no Gekidou,Wii,2009,Adventure,Kadokawa Shoten,0,0,0.07,0,0.07
12096,Resident Evil 5,PC,2009,Action,Capcom,0.01,0.04,0,0.01,0.07
12173,Dreamer Series: Pop Star,DS,2009,Misc,Tivola,0.04,0.02,0,0.01,0.07
12188,Petz: Hamsterz Bunch,PSP,2009,Simulation,Ubisoft,0.06,0,0,0.01,0.07
12190,Kamen Rider: Dragon Knight,Wii,2009,Fighting,D3Publisher,0.06,0,0,0,0.07
12202,Fantasy Aquarium World,Wii,2009,Simulation,Destineer,0.06,0,0,0,0.07
12210,Cold Stone Creamery: Scoop It Up,Wii,2009,Misc,Zoo Games,0.06,0,0,0,0.07
12228,Dream C Club,X360,2009,Simulation,D3Publisher,0,0,0.07,0,0.07
12253,Jam Sessions 2,DS,2009,Misc,Ubisoft,0.06,0,0,0,0.06
12264,IL-2 Sturmovik: Birds of Prey,DS,2009,Simulation,505 Games,0.06,0,0,0,0.06
12270,Elite Forces: Unit 77,DS,2009,Strategy,Deep Silver,0.06,0,0,0,0.06
12306,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PS2,2009,Misc,D3Publisher,0,0,0.06,0,0.06
12311,Fast Food Panic,Wii,2009,Simulation,Nobilis,0.06,0,0,0,0.06
12314,Another Code R: A Journey into Lost Memories,Wii,2009,Adventure,Nintendo,0,0.03,0.03,0,0.06
12323,Zill O'll Infinite Plus,PSP,2009,Role-Playing,Tecmo Koei,0,0,0.06,0,0.06
12360,Dissidia: Final Fantasy Universal Tuning,PSP,2009,Fighting,Square Enix,0,0,0.06,0,0.06
12366,Challenge Me: Brain Puzzles,DS,2009,Puzzle,Oxygen Interactive,0.06,0,0,0,0.06
12382,Sudoku Ball Detective,DS,2009,Puzzle,Playlogic Game Factory,0.06,0,0,0,0.06
12416,Steins;Gate,X360,2009,Adventure,5pb,0,0,0.06,0,0.06
12432,Backyard NFL Football '10,PS2,2009,Sports,Atari,0.03,0.02,0,0.01,0.06
12446,World Cup of Pool,DS,2009,Sports,Midas Interactive Entertainment,0.06,0,0,0,0.06
12448,Imagine: Cheerleader,DS,2009,Simulation,Ubisoft,0.06,0,0,0,0.06
12453,Shining Force Feather,DS,2009,Strategy,Sega,0,0,0.06,0,0.06
12454,S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,Namco Bandai Games,0,0.05,0,0.01,0.06
12457,Big Bang Mini,DS,2009,Shooter,SouthPeak Games,0.05,0,0,0,0.06
12470,Grey's Anatomy: The Video Game,Wii,2009,Adventure,Ubisoft,0.05,0.01,0,0,0.06
12475,Crazy Chicken Tales,Wii,2009,Action,Conspiracy Entertainment,0.06,0,0,0,0.06
12483,Playmobil Knights,DS,2009,Action,Mindscape,0.04,0.01,0,0,0.06
